   9.5294118e-01   8.7058824e-01   7.3333335e-01
   9.5816994e-01   8.5098040e-01   6.9542485e-01
   9.6339869e-01   8.3137256e-01   6.5751636e-01
   9.6862745e-01   8.1176472e-01   6.1960787e-01
   9.7385621e-01   7.9215688e-01   5.8169937e-01
   9.7908497e-01   7.7254903e-01   5.4379088e-01
   9.8431373e-01   7.5294119e-01   5.0588238e-01
   9.8954248e-01   7.3333335e-01   4.6797386e-01
   9.9477124e-01   7.1372551e-01   4.3006536e-01
   1.0000000e+00   6.9411767e-01   3.9215687e-01
   9.9718672e-01   6.8968457e-01   3.8363171e-01
   9.9437338e-01   6.8525153e-01   3.7510657e-01
   9.9156010e-01   6.8081844e-01   3.6658141e-01
   9.8874682e-01   6.7638534e-01   3.5805628e-01
   9.8593348e-01   6.7195225e-01   3.4953111e-01
   9.8312020e-01   6.6751921e-01   3.4100598e-01
   9.8030692e-01   6.6308612e-01   3.3248082e-01
   9.7749358e-01   6.5865302e-01   3.2395568e-01
   9.7468030e-01   6.5421999e-01   3.1543052e-01
   9.7186702e-01   6.4978689e-01   3.0690539e-01
   9.6905369e-01   6.4535379e-01   2.9838023e-01
   9.6624041e-01   6.4092076e-01   2.8985506e-01
   9.6342713e-01   6.3648766e-01   2.8132993e-01
   9.6061379e-01   6.3205457e-01   2.7280477e-01
   9.5780051e-01   6.2762147e-01   2.6427963e-01
   9.5498723e-01   6.2318844e-01   2.5575447e-01
   9.5217389e-01   6.1875534e-01   2.4722934e-01
   9.4936061e-01   6.1432225e-01   2.3870417e-01
   9.4654733e-01   6.0988921e-01   2.3017903e-01
   9.4373399e-01   6.0545611e-01   2.2165388e-01
   9.4092071e-01   6.0102302e-01   2.1312873e-01
   9.3810743e-01   5.9658992e-01   2.0460358e-01
   9.3529415e-01   5.9215689e-01   1.9607843e-01
   9.3248081e-01   5.8772379e-01   1.8755329e-01
   9.2966753e-01   5.8329070e-01   1.7902814e-01
   9.2685425e-01   5.7885766e-01   1.7050299e-01
   9.2404091e-01   5.7442456e-01   1.6197784e-01
   9.2122763e-01   5.6999147e-01   1.5345269e-01
   9.1841435e-01   5.6555843e-01   1.4492753e-01
   9.1560102e-01   5.6112534e-01   1.3640238e-01
   9.1278774e-01   5.5669224e-01   1.2787724e-01
   9.0997446e-01   5.5225915e-01   1.1935209e-01
   9.0716112e-01   5.4782611e-01   1.1082694e-01
   9.0434784e-01   5.4339302e-01   1.0230179e-01
   9.0153456e-01   5.3895992e-01   9.3776643e-02
   8.9872122e-01   5.3452688e-01   8.5251495e-02
   8.9590794e-01   5.3009379e-01   7.6726347e-02
   8.9309466e-01   5.2566069e-01   6.8201192e-02
   8.9028132e-01   5.2122760e-01   5.9676044e-02
   8.8746804e-01   5.1679456e-01   5.1150896e-02
   8.8465476e-01   5.1236147e-01   4.2625748e-02
   8.8184142e-01   5.0792837e-01   3.4100596e-02
   8.7902814e-01   5.0349534e-01   2.5575448e-02
   8.7621486e-01   4.9906224e-01   1.7050298e-02
   8.7340152e-01   4.9462914e-01   8.5251490e-03
   8.7058824e-01   4.9019608e-01   0.0000000e+00
   8.4705883e-01   4.8725492e-01   0.0000000e+00
   8.2352942e-01   4.8431373e-01   0.0000000e+00
   8.0000001e-01   4.8137254e-01   0.0000000e+00
   7.7647060e-01   4.7843137e-01   0.0000000e+00
   7.5294119e-01   4.7549021e-01   0.0000000e+00
   7.2941178e-01   4.7254902e-01   0.0000000e+00
   7.0588237e-01   4.6960783e-01   0.0000000e+00
   6.8235296e-01   4.6666667e-01   0.0000000e+00
